CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
TCCSUP,AKT,FGFR,3,3,0.031755742,1.6048452,57.970278,0.215065357,1.2950605,64.58618258,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
UM-UC-3,AKT,FGFR,3,3,1,0,100,1.108597814,10,78.6989883,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
BFTC-905,AKT,HDAC_4,3,3,0.555464265,2.7612569,19.39350323,0.301713897,10,50.79976644,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
HCC1500,AKT,HDAC_4,1,1,0.4284829,1.78812,16.77832743,0.325242197,10,65.2995081,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
HT-1376,AKT,HDAC_4,3,3,0.419382659,2.7617318,35.95241359,0.079029537,0.989329,33.89094593,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
J82,AKT,HDAC_4,3,3,1.087978794,1.6053104,9.70792096,1.663640605,0.6002457,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
SW780,AKT,HDAC_4,3,3,0.905737563,0.4727892,0,0.213523523,1.8105248,19.75892461,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
T-24,AKT,HDAC_4,3,3,1.120697296,10,10.895278,1,0,100,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
TCCSUP,AKT,HDAC_4,3,3,0.601997228,1.1994691,0,0.082556326,0.667063,43.69435114,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
UACC-812,AKT,HDAC_4,1,1,1,2.6302895,46.81159364,1,2.1290049,2.08014303,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,3,1.62638,3,0.066,264.32,1.9,78.4,8,2.277,19,0.64535
BT-20,AKT,PIK3CA_4,1,1,0.208946057,1.2631686,58.79597362,0.190101078,3.2412186,78.74518968,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
CAL-148,AKT,PIK3CA_4,1,1,1,0.9774867,25.19258049,0.135184258,1.2394181,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
CAMA-1,AKT,PIK3CA_4,1,1,0.295412947,10,94.79995522,0.142178068,1.2971714,7.40032662,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
DU-4475,AKT,PIK3CA_4,1,1,0.504695649,1.0092727,0,0.381480878,10,54.19700951,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
HCC1187,AKT,PIK3CA_4,1,1,0.155579677,1.4474161,51.59351453,1,0.8931202,20.73036674,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
HCC1937,AKT,PIK3CA_4,1,1,1,0.7151423,71.46127973,0.104668398,1.0415326,65.51742709,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
MDA-MB-157,AKT,PIK3CA_4,1,1,1,0.3865394,52.74351148,0.203047686,3.2977051,52.68427356,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
MDA-MB-231,AKT,PIK3CA_4,1,1,0.293974105,10,91.09994438,1,0.8885027,72.06671095,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
MDA-MB-436,AKT,PIK3CA_4,1,1,0.28931649,3.0080575,85.76780278,0.189363794,2.9793118,72.95327884,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
MDA-MB-453,AKT,PIK3CA_4,1,1,0.148812841,0.874294,0,0.316040605,0.9931648,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
MFM-223,AKT,PIK3CA_4,1,1,0.792366217,0.5269928,0,0.151881908,0.9840588,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
M14,AKT,PIK3CA_4,1,1,0.274531362,10,75.99971187,0.279011579,10,34.39964607,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,2.13,3,0,441.5,2.83,129.45,5,2,30,0.74
BT-20,AKT,PIK3C_2,1,1,0.859817884,1.2863173,0,1,0.7339212,44.03727212,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
BT-549,AKT,PIK3C_2,1,1,0.331070308,10,40.39904615,0.234812607,3.1495762,52.69095311,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
CAMA-1,AKT,PIK3C_2,1,1,0.371593734,10,44.89723065,0.126380262,1.1348007,7.0952965,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1143,AKT,PIK3C_2,1,1,0.325688887,10,55.79939896,1,0.6648642,40.45802375,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1428,AKT,PIK3C_2,1,1,0.297000303,10,38.29942399,0.0001,0.1,93.92849929,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1806,AKT,PIK3C_2,1,1,0.348873035,10,16.5977691,0.322092665,10,48.09936281,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1937,AKT,PIK3C_2,1,1,0.326713718,10,74.89965097,0.233448201,1.8318019,67.67169429,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC38,AKT,PIK3C_2,1,1,0.383621242,10,42.89605803,1,10,91.00025555,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
MDA-MB-468,AKT,PIK3C_2,1,1,0.384200918,10,61.39729461,0.266781771,2.0956776,35.96158271,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
M14,AKT,PIK3C_2,1,1,0.312935365,10,64.89966565,0.233881403,1.2693363,20.41684793,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
BFTC-905,AKT,TNF,0.1,3,0.002355389,1.3525166,42.58467023,0.134912816,2.8429019,43.86521526,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
HT-1197,AKT,TNF,0.1,1,0.001029262,1.0788876,53.25729981,1,0.3333529,13.37095066,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
J82,AKT,TNF,0.1,3,0.1,0.3892358,46.63112045,0.635865702,0.77915,21.384607,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
SW780,AKT,TNF,0.03,3,0.03,0.2631948,2.24046635,0.547330645,1.1936284,20.2577313,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
T-24,AKT,TNF,0.03,3,1,0,100,1,0,100,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,7,1.91367,2,0.035,421.4,0.5,102,3,2.797,31,0.65666
BT-20,AKT,AKT_1,1,1,0.258829507,2.6522928,63.9329888,0.457555312,1.9626393,80.81186035,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
CAL-51,AKT,AKT_1,1,1,0.350374087,2.8549052,61.35838442,0.703133704,0.663661,0,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
HCC1187,AKT,AKT_1,1,1,0.097380527,0.9275172,43.21471695,0.748323325,0.921178,14.76174484,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
HCC1428,AKT,AKT_1,1,1,0.0001,0.1,84.31880972,0.00813195,10,90.42501465,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
HCC1806,AKT,AKT_1,1,1,0.219929431,1.699701,23.85626697,1,1.3434116,8.97168521,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
HCC1937,AKT,AKT_1,1,1,0.173163739,2.0567239,77.21261732,0.114822296,1.2772776,70.87526634,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
Hs-578-T,AKT,AKT_1,1,1,0.266753736,2.0259368,56.79158906,0.45505486,2.7418437,65.08913544,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
MDA-MB-157,AKT,AKT_1,1,1,0.273608498,10,71.19925913,1,0.524746,52.82954956,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
MDA-MB-231,AKT,AKT_1,1,1,0.224581174,1.3741712,74.88281992,0.367317777,10,81.99919478,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
MDA-MB-436,AKT,AKT_1,1,1,0.155502449,3.0509571,80.92391321,0.152421805,1.8022773,68.99143067,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
MDA-MB-453,AKT,AKT_1,1,1,0.082560013,1.2547904,7.78983772,0.208187586,1.3756132,20.85674966,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
MFM-223,AKT,AKT_1,1,1,0.216130871,1.1743659,14.46998387,0.165307885,1.1014474,3.59609066,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
M14,AKT,AKT_1,1,1,1,10,80.20002607,0.279933254,2.1130974,24.42183861,8,1.18,5,0,428.9,1.32,120.16,6,3,30,0.57,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7
BT-549,AKT_1,PIK3C,1,1,0.29092323,1.5991604,23.47058745,0.852347706,0.6854461,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
CAL-120,AKT_1,PIK3C,1,1,0.325080321,10,77.69969143,1,0,100,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
CAMA-1,AKT_1,PIK3C,1,1,0.360270524,10,54.39831936,0.339574434,3.3347802,24.90585581,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
DU-4475,AKT_1,PIK3C,1,1,0.198447311,3.7222611,1.40404335,0.237021879,2.0701331,2.88015987,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1187,AKT_1,PIK3C,1,1,0.28421544,10,27.99943777,0.142855051,2.3550871,45.54347266,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1806,AKT_1,PIK3C,1,1,0.308850689,10,23.09931593,0.324659905,2.3110371,30.10163306,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC70,AKT_1,PIK3C,1,1,1,10,26.00045101,0.329528309,10,62.2993737,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-157,AKT_1,PIK3C,1,1,0.043258688,0.8063806,62.94604569,1,0.2281645,50.53222965,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-231,AKT_1,PIK3C,1,1,0.161137788,0.8679351,74.74082131,0.55465168,1.0758613,71.43944939,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-453,AKT_1,PIK3C,1,1,0.218406657,2.7946779,11.8723551,0.091568837,1.296688,7.8268387,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-468,AKT_1,PIK3C,1,1,1,10,88.800194,0.344364873,10,65.19917545,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MFM-223,AKT_1,PIK3C,1,1,0.349564148,0.9560361,21.40405424,0.245337265,0.8134426,3.80159122,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
CAL-51,AKT_1,PIK3CB_PIK3CD,1,1,0.350489048,10,89.09969194,0.303868458,2.6180578,69.52861221,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
CAMA-1,AKT_1,PIK3CB_PIK3CD,1,1,0.155274174,0.9811292,12.42665233,0.531904722,1.3312912,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
HCC1143,AKT_1,PIK3CB_PIK3CD,1,1,1,0.5179789,31.58319253,1,0.6127374,43.13926551,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
HCC1428,AKT_1,PIK3CB_PIK3CD,1,1,1,10,89.00002127,0.129026094,10,86.14882709,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MDA-MB-157,AKT_1,PIK3CB_PIK3CD,1,1,1,0.4215662,10.84153089,0.028485139,0.7229025,78.66067797,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MDA-MB-231,AKT_1,PIK3CB_PIK3CD,1,1,1,0.1774946,60.56182363,0.751907262,0.4540863,45.4558904,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MDA-MB-436,AKT_1,PIK3CB_PIK3CD,1,1,0.17452134,1.6199115,70.63840848,0.263881098,10,91.69930346,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MDA-MB-453,AKT_1,PIK3CB_PIK3CD,1,1,0.428618353,0.8012259,0,0.075278588,1.0404728,4.06263795,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MDA-MB-468,AKT_1,PIK3CB_PIK3CD,1,1,0.34522875,10,85.79963922,0.421490291,1.8857706,48.84821716,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
MFM-223,AKT_1,PIK3CB_PIK3CD,1,1,0.554612298,1.8304316,75.51419663,0.209337907,1.3635579,22.8055127,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
M14,AKT_1,PIK3CB_PIK3CD,1,1,0.563091136,1.6405266,0,0.335847727,10,90.99980955,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,7,1.67,1,0,457.5,1.40895,97.79878,4.04,2.761,29.346,0.63624
CAL-148,AKT_1,PIK3C_2,1,1,1,0.8755579,45.57176149,0.26134234,1.0717663,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
CAL-51,AKT_1,PIK3C_2,1,1,0.756050481,1.9125467,0,0.339475526,10,76.89952545,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
DU-4475,AKT_1,PIK3C_2,1,1,0.143714392,1.3256186,0,0.231330449,0.9797281,0,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1395,AKT_1,PIK3C_2,1,1,0.343621193,10,52.59890869,0.324677791,1.0673983,35.48351248,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1428,AKT_1,PIK3C_2,1,1,0.327170671,1.5435816,31.06391961,1,0,100,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC1806,AKT_1,PIK3C_2,1,1,0.402488977,3.8460988,13.56707636,0.258453868,2.4270847,24.82224268,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
HCC38,AKT_1,PIK3C_2,1,1,0.836444693,2.5605579,0,0.0001,4.1298232,92.04,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
MDA-MB-157,AKT_1,PIK3C_2,1,1,1,0.6439381,21.75297314,0.110544697,10,65.34964095,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
MDA-MB-231,AKT_1,PIK3C_2,1,1,1,0.8779045,16.557115,1,0.4505941,56.80674337,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
MDA-MB-436,AKT_1,PIK3C_2,1,1,0.312691762,10,52.99957779,0.107491874,10,87.14980904,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
MFM-223,AKT_1,PIK3C_2,1,1,0.584175543,2.075969,0,0.145077517,1.6411616,25.23073145,6,3.24,3,0,407.5,3.42,83.6,3,3,31,0.7,8,1.58,2,0,410.4,2.34,89.63,4,2,29,0.82
BT-20,AKT_SGK,BCL2_BCL2L1,1,1,0.951752966,1.3557006,60.20730467,0.16818708,1.4341998,67.44045129,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
BT-549,AKT_SGK,BCL2_BCL2L1,1,1,1,0.4330137,64.40921662,0.193947804,0.8167434,46.88819162,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
CAMA-1,AKT_SGK,BCL2_BCL2L1,1,1,0.268070599,2.6930948,80.55039541,0.128380874,1.5223062,7.71249275,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
HCC1143,AKT_SGK,BCL2_BCL2L1,1,1,0.310984965,10,58.39962913,0.183040173,10,89.26931826,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
HCC1187,AKT_SGK,BCL2_BCL2L1,1,1,1,0,100,0.127202624,2.0556201,50.46164787,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
HCC1428,AKT_SGK,BCL2_BCL2L1,1,1,0.092586928,0.8889904,2.6446249,0.01090499,10,88.17492912,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
HCC70,AKT_SGK,BCL2_BCL2L1,1,1,1,10,90.80003318,0.418329342,0.9087782,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
Hs-578-T,AKT_SGK,BCL2_BCL2L1,1,1,1,0.3618156,71.62146764,0.179870453,1.5255034,34.63459522,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
MDA-MB-157,AKT_SGK,BCL2_BCL2L1,1,1,0.249972003,2.9780443,93.80832502,1,10,90.60004258,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
MDA-MB-436,AKT_SGK,BCL2_BCL2L1,1,1,0.282726366,10,88.19993932,0.249516095,3.1794867,67.30927714,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
MDA-MB-468,AKT_SGK,BCL2_BCL2L1,1,1,1,0.6966414,36.60540618,0.374381615,1.7026843,50.39277948,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
M14,AKT_SGK,BCL2_BCL2L1,1,1,0.047220727,0.6912217,7.60840416,1,0.7563146,40.36497292,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,11,9.62,4,3,945.5,5.26758,163.0735,11.998,2.863,60.903,0.20745
BT-20,AKT_SGK,FGFR,1,1,1,1.5848531,66.77179576,1,1.2620162,21.746171,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
CAL-120,AKT_SGK,FGFR,1,1,0.265739148,0.7622643,48.29475543,0.125689307,1.2229685,74.23361865,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
DU-4475,AKT_SGK,FGFR,1,1,0.010580282,10,91.17493767,0.294366902,10,34.39957815,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
HCC1143,AKT_SGK,FGFR,1,1,1,0,100,1,1.7942129,47.16707998,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
HCC1187,AKT_SGK,FGFR,1,1,1,10,94.40000713,0.454401923,0.8409505,23.45417743,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
HCC1395,AKT_SGK,FGFR,1,1,0.012940157,1.890418,50.38673312,0.261484023,0.7872796,20.31487395,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
HCC1428,AKT_SGK,FGFR,1,1,1,0,100,0.167006102,10,88.70370038,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
HCC1806,AKT_SGK,FGFR,1,1,1,0,100,0.353839239,10,49.69845089,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
MDA-MB-436,AKT_SGK,FGFR,1,1,1,0.7316868,78.54896376,0.286619595,10,62.0997781,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
MDA-MB-453,AKT_SGK,FGFR,1,1,0.23475535,10,27.68531203,0.204012178,2.1564667,14.18063831,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
MDA-MB-468,AKT_SGK,FGFR,1,1,0.391441557,1.0769451,84.4511056,0.400123402,1.7162191,44.49441261,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,8,4.43,3,0,463.6,4.2,91.51,8,4,34,0.46
BT-20,AKT_SGK,MAP2K_1,1,1,0.095093735,0.708687,49.51957963,0.616554569,0.8561764,36.60315649,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
BT-549,AKT_SGK,MAP2K_1,1,1,0.096601667,10,88.89995094,0.326403835,0.9001655,33.80311223,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
