,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED,GEX_CLUSTER,ORIGIN_CLUSTER,THERAPY_CLUSTER,Target_share,Target_interaction
1334,MDA-MB-231,ERBB,FGFR,1.0,1.0,0.325447046,10.0,88.59983604,1.0,0.0,100.0,-15.08077,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.48536078229541946
1827,HCC1187,MAP2K_1,MTOR_1,1.0,3.0,0.083058992,0.8263041999999999,25.13458412,0.280103428,1.0269724,68.12476266,35.67651,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,7,1,2,0,0.48069266770670827
78,MDA-MB-231,ADAM17,PIK3C,1.0,75.0,0.180376202,0.8966291999999999,63.60149112,75.0,0.3864103,87.8022141,5.780869999999998,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,1,0,0.49549545913218973
781,HCT-116,BCL2,IGFR_4,10.0,1.0,9.984190145,10.0,0.0,0.113567467,2.5639213,51.73526963,-322.9170000000001,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,2,0,0.48871304347826083
1841,MDA-MB-453,MAP2K_1,MTOR_1,1.0,1.0,0.241080705,6.4866347,10.69125883,1.0,10.0,83.80019841,-10.03672,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,2,0,0.48069266770670827
1212,NCI-H1437,CSNK2A1_2,PIK3CA_3,3.0,0.1,3.0,0.4053857,35.42044311,0.009025196,2.9538758,10.85526812,19.86072,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.41310901591043014
655,HCC70,ATR_4,BCL2_BCL2L1,1.0,1.0,1.0,0.0,100.0,0.999895724,9.9999978,12.24575507,1.888488,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,1,1,0,0,0.41434797891036906
1519,HCC70,FGFR,MTOR_1,1.0,1.0,1.0,10.0,27.60030715,1.0,0.0,100.0,-35.91419000000001,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,2,0,0.48370247933884297
412,MDA-MB-415,AKT_1,EGFR_2,3.0,3.0,1.0,0.0,100.0,0.192985332,1.5193649,40.32136795,4.117219,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,5.6,1.0,1.0,446.9,4.3,68.74,8.0,3.0,31.0,0.52,2,1,0,0,0.49949999999999994
1876,647-V,MAP2K_1,PIM1,3.0,1.0,1.0,0.0,100.0,0.203779403,1.3895374,77.48001727,24.60826,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,3,1,0,0.4159597839135655
960,Calu-3,BCL2L1,CarboTaxol,0.003,3.0,0.003,10.0,17.2002642,1.0,0.0,100.0,4.402617,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,1,2,2,0,0.0
1193,T-24,Cisplatin,PIK3C,3.0,3.0,1.104154443,2.6407324,53.50628135,1.551424911,10.0,26.39944997,-1.497248,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,3,0,0,0.0
422,HCC1937,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,1.0,0.5739380999999999,43.59387331,-12.8115,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,0,0,0.9980000000000001
289,HCC70,AKT,PIK3C_2,1.0,1.0,1.0,0.0,100.0,0.285228807,10.0,18.69965895,-12.07315,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,1,1,0,0,0.9989999999999999
31,HCC1937,ADAM17,FGFR,1.0,75.0,0.038940144,0.1,94.04001436,75.0,0.3084867,89.76930453,13.61246,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,1,0,0.3261196480097746
1838,M14,MAP2K_1,MTOR_1,1.0,1.0,0.279658644,10.0,51.09900835,0.184241079,0.7192582,1.29711244,-13.634620000000002,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,4,0,0,0,0.48069266770670827
854,CAL-51,BCL2_BCL2L1,FGFR,1.0,1.0,0.086902541,10.0,85.79987976,1.0,1.1658267,70.90039986,4.53158,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.4822715025906735
881,T-24,BCL2_BCL2L1,Gemcitabine,0.1,0.3,0.00216107,10.0,48.23084452,0.003956674,2.9019691,91.09587354,-1.530253,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,3,3,2,0,0.27559618834431027
1628,SW780,HSP90,MAP2K_1,3.0,0.3,1.122685639,10.0,60.69787557,0.3,10.0,9.60019002,26.17331,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,3,0,0,0.803
699,Calu-3,ATR_4,IAP,1.0,3.0,1.0,0.0,100.0,3.0,10.0,33.60079949,-65.93941,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,0,0,0.4217871602082129
100,MDA-MB-157,ADAM17,PIK3CB_PIK3CD,1.0,75.0,1.0,0.219944,0.96308739,0.7290822640000001,10.0,87.89998986,4.985632,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4,1,2,0,0.49169395017793593
1720,SW900,IAP,PIK3CA_3,3.0,3.0,3.0,0.5412491999999999,35.42875985,0.456068874,0.1938179,0.0,36.19486,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,3,0,0.4972398190045249
738,HCC1937,ATR_4,MTOR_1,1.0,1.0,0.34689178,10.0,88.39970600000002,1.0,0.0,100.0,-36.29478,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,1,0,0.44207979910714285
191,MDA-MB-361,AKT,CSNK2A1_2,0.1,3.0,1.0,0.0,100.0,0.305855011,0.7596565,0.0,8.781842999999999,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,2,1,0,0,0.4987488721804511
1680,SW48,IAP,PARP1,10.0,1.0,6.9930274039999984,1.3017379,0.0,0.00160259,0.4337952000000001,88.26793153,-15.49609,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,6,0,2,0,0.4738862559241706
436,MDA-MB-436,AKT_1,ESR1_1,10.0,3.0,10.0,10.0,90.60059074,3.0,10.0,36.80120481,-131.3238,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,3,1,0,0,0.9980000000000001
68,CAL-148,ADAM17,PIK3C,1.0,75.0,0.323156334,10.0,51.89935334,1.0,0.0,100.0,8.840474,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,2,1,1,0,0.49549545913218973
229,Hs-578-T,AKT,ERBB,1.0,1.0,1.0,0.0,100.0,0.169301857,1.1627798,55.09149299,5.7109760000000005,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,3,1,1,0,0.49949999999999994
279,VM-CUB-1,AKT,HDAC_4,3.0,3.0,1.052022255,2.5993724,31.48167267,0.414388268,2.2187608,76.88752771,1.081226,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,3,3,2,0,0.4992498748122183
1959,M14,MTOR_1,PIK3C,1.0,1.0,0.301267677,10.0,42.99951649,0.297296229,10.0,58.09925291,-3.689704,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4,0,2,0,0.9509999999999998
1008,HCC1395,BCL2L1,PIK3C,3.0,3.0,0.56076823,0.322064,0.0,0.001376845,9.4131296,73.63999998,-35.29034,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,1,2,0,0.0
1050,EVSA-T,BRAF_M2,MAP2K_1,3.0,0.1,3.0,0.1193941,73.90826896,0.1,0.3177125,73.97924470000002,2.739398,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,1,0,0.0
55,DU-4475,ADAM17,MTOR_1,1.0,75.0,0.204543966,2.5341734,21.566876800000006,39.48870844,0.843183,0.0,28.03853,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,6,1,3,0,0.4949919191919192
1730,NCI-H2085,IAP,PIK3CB,0.03,3.0,0.004190971,1.0464435,53.05518809,0.598225849,0.4252381,12.39452516,27.3105,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,0,0,0.4952498738011105
1781,NCI-H23,IAP,Topotecan,0.1,1.0,0.1,0.6987867,23.119612300000004,0.065379618,0.1359719,0.0,14.10377,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,5,2,3,0,0.3920798985415346
1024,NCI-H522,BCL2L1,Vinorelbine,0.01,3.0,0.01,10.0,87.60049194,3.0,0.2709362,61.99795352,38.09322,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,5,2,1,0,0.0
2086,MDA-MB-231,PIK3C_2,PIK3CA_4,1.0,1.0,1.0,0.6573465000000001,76.14624843,1.0,1.3260866000000002,29.93884242,9.045958,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,3,1,0,1,1.0
535,NCI-H2170,ALK,CSNK2A1_2,0.03,3.0,0.006571705,2.6772882,14.34414943,1.308997968,10.0,25.88146471,-11.04481,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,7,2,3,0,0.28451441141261685
803,Calu-3,BCL2,Topotecan,0.1,3.0,0.090388273,1.3477917,0.0,1.0,0.0,100.0,-32.56466,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,1,2,2,0,0.43310995970063326
435,MDA-MB-415,AKT_1,ESR1_1,3.0,3.0,3.0,0.25139920000000004,61.49512387,0.267076135,1.1606021,34.72575018,49.00117,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,2,1,0,0,0.9980000000000001
600,NCI-H522,ALK_2,PIK3CB,3.0,3.0,3.0,0.2834225,34.31823245,1.7296572380000002,0.8382280999999999,0.0,6.4367480000000015,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,5,2,3,0,0.836
2072,J82,PIK3C,TNFSF10,0.03,3.0,0.03,0.432091,81.66075368,1.166366189,0.6218088,0.0,-2.773666,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,3,0,0,0.32630940012007603
1146,SW948,CHEK1,IAP,1.0,1.0,0.316797486,10.0,84.19981120000001,0.402907036,2.9062687,0.0,3.343275,6.0,3.11,5.0,0.0,362.4,2.01,124.49,4.0,2.0,25.0,0.67,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,0,0,0,0,0.7300000000000001
201,NCI-H23,AKT,CSNK2A1_2,0.1,3.0,0.006210403000000001,1.1627392,5.59894814,0.349213203,0.3620847,0.0,24.16315,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,5,2,3,0,0.4987488721804511
797,SW48,BCL2,Oxaliplatin,3.0,3.0,0.175281248,0.9049669,0.0,0.179330716,1.1118291,20.05949051,59.1182,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,2.0,-0.62,4.0,0.0,114.2,-0.05,52.04,0.0,0.0,8.0,0.46,6,0,3,0,0.0
783,RKO,BCL2,IGFR_4,10.0,3.0,3.470389191,10.0,12.69778112,3.0,10.0,48.20056902,-24.40014,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,2,0,0.48871304347826083
1576,HCC38,FGFR,SLC16A4,1.0,1.0,1.0,0.0,100.0,0.043513511,1.9836742,86.01040665,13.506620000000002,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.0
794,HCT-116,BCL2,Oxaliplatin,10.0,1.0,8.651185705,10.0,0.0,0.069475352,0.8347974,46.22811376,-186.8794,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,2.0,-0.62,4.0,0.0,114.2,-0.05,52.04,0.0,0.0,8.0,0.46,6,0,3,0,0.0
1836,J82,MAP2K_1,MTOR_1,3.0,3.0,1.080224,0.820321,0.0,3.0,0.29448270000000004,16.66454603,34.14089,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,3,3,0,0.48069266770670827
925,HCC1806,BCL2_BCL2L1,PIM1,1.0,1.0,1.0,10.0,76.20011331,1.0,0.0,100.0,-18.87524,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,1,1,0,0.4602044348296376
666,A549,ATR_4,CarboTaxol,0.01,3.0,0.002077424,4.4695714,18.12677288,2.702447547,2.2148718,0.0,3.714424,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,3,2,3,0,0.0
565,NCI-H838,ALK,MTOR_1,3.0,3.0,0.206729301,1.6643142,11.85898272,0.828780438,1.5300341,0.0,56.10523000000001,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,2,3,0,0.4660664879356568
399,Hs-578-T,AKT_1,EGFR,0.1,1.0,1.0,0.0,100.0,0.112009924,10.0,45.34893869,-38.83305,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,3,1,0,0,0.49949999999999994
369,M14,AKT_1,BCL2_BCL2L1,1.0,1.0,0.035530311,0.7471279000000001,14.98180494,0.276115373,10.0,86.49988504,19.4639,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4,0,2,0,0.9980000000000001
162,CAMA-1,AKT,Chloroquine,1.0,1.0,1.0,0.0,100.0,0.154730759,3.4646384,42.06744168,13.53424,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,2,1,0,0,0.0
123,CAMA-1,AKT,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.156817556,1.1858101,7.66885705,31.27616,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,2,1,0,0,0.4992498748122183
1460,MDA-MB-468,ESR1_1,MTOR_1,1.0,3.0,0.17536633399999998,2.7639974,25.5527518,1.0,0.0,100.0,-42.74192,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,2,0,0.4992498748122183
2048,HCC70,PIK3C,PIM1,1.0,1.0,1.0,10.0,87.00003078,0.753947075,1.351109,0.0,5.983637,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,1,0,0,0.4374003416856492
301,MDA-MB-231,AKT,PIK3CA_4,1.0,1.0,0.293974105,10.0,91.09994438,1.0,0.8885027,72.06671095,-1.718373,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,2.13,3.0,0.0,441.5,2.83,129.45,5.0,2.0,30.0,0.74,3,1,1,0,0.9989999999999999
338,CAL-120,AKT_1,ALK_IGFR,1.0,1.0,0.36309795,10.0,60.49842385,0.014076671,2.1661346000000004,92.31762632,-10.4865,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,3,1,1,0,0.4992498748122183
492,BT-20,AKT_SGK,FGFR,1.0,1.0,1.0,1.5848531,66.77179576,1.0,1.2620162,21.746171,19.64844,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,0,0,0.48536078229541946
497,HCC1187,AKT_SGK,FGFR,1.0,1.0,1.0,10.0,94.40000713,0.454401923,0.8409504999999999,23.45417743,8.020787,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,7,1,0,0,0.48536078229541946
14,BT-549,ADAM17,BCL2_BCL2L1,1.0,75.0,0.0001,0.1,79.23271820000002,0.0075,0.1,90.99552485,-7.0391910000000015,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,3,1,1,0,0.4549369171695008
2131,DU-4475,PIK3CB_PIK3CD,TNKS_PARP6,1.0,1.0,0.018177457,2.9186501,2.52530354,0.186303193,10.0,66.71851546,6.683709,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,6,1,2,0,0.0
616,CAL-51,ALK_IGFR,MTOR_1,1.0,1.0,0.243075416,2.0293727,27.53288841,0.34976517799999995,10.0,85.89961057,20.21112,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,1,2,0,0.959
1608,HT-1376,HDAC_4,PARP1,3.0,3.0,0.0003,0.1,60.38237753,0.515197827,0.6384936999999999,0.0,-5.843584,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,1,3,0,0,0.884
1598,NCI-H520,FGFR,WNT,3.0,3.0,0.145916931,0.8413629000000001,10.36075311,0.07343477799999999,2.2805514,62.72759456,31.17159,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7,2,2,0,0.3069231803357462
1565,NCI-H520,FGFR,Proteasome_2,0.1,3.0,0.002729956,2.6992541,3.65286146,3.0,0.4121204000000001,22.83861814,4.850328,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,5.21453,4.0,1.757,719.9,4.7,159.0,20.0,3.429,52.0,0.27258000000000004,7,2,3,0,0.0
1479,HCC1569,ESR1_3,MTOR_1,1.0,3.0,0.089615838,0.6088359999999999,19.84214238,0.0003,0.1,75.61896044,-5.036041,2.0,3.12629,0.0,0.474,371.5,7.1,12.5,8.0,3.703,28.0,0.5603,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,4,1,2,0,0.4992498748122183
2032,Hs-578-T,PARP1,PIK3CB_PIK3CD,1.0,3.0,1.0,10.0,58.60034429,0.291168266,10.0,58.54968163,-26.43047,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,3,1,1,0,0.4741152631578947
179,KU-19-19,AKT,Cisplatin,3.0,3.0,3.0,10.0,22.0011712,1.0,0.0,100.0,-1.031448,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,33.0,6.8167399999999985,13.0,2.504,1428.0,6.53938,522.0,19.0,3.165,84.0,0.16984000000000002,3,3,2,0,0.0
504,BT-20,AKT_SGK,MAP2K_1,1.0,1.0,0.095093735,0.708687,49.51957963,0.6165545689999999,0.8561764000000001,36.60315649,20.09961,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,1,0,0,0.4992498748122183
566,Calu-3,ALK,PIK3C,3.0,3.0,3.0,10.0,43.40056263,2.803750255,10.0,0.0,34.40694000000001,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,2,3,0,0.914
281,BT-549,AKT,PIK3C_2,1.0,1.0,0.331070308,10.0,40.39904615,0.234812607,3.1495762000000003,52.69095311,3.142523,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,8.0,1.58,2.0,0.0,410.4,2.34,89.63,4.0,2.0,29.0,0.82,3,1,2,0,0.9989999999999999
346,HCC70,AKT_1,ALK_IGFR,1.0,1.0,0.0001,0.1,84.31869017,0.215545202,1.1336381000000002,15.15758185,12.89628,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,4.08,4.0,0.0,449.0,2.75692,97.43558,4.9030000000000005,2.427,30.291,0.61224,1,1,0,0,0.4992498748122183
1203,NCI-H2228,CSNK2A1_2,Gemcitabine,0.03,0.1,0.00299526,1.4151096,4.74491973,0.060909505,1.1126927,0.0,21.12582,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,7.0,-0.71,4.0,0.0,263.2,-1.39,108.38,2.0,0.0,18.0,0.57,3,2,3,0,0.43002931034482755
1232,NCI-H358,CSNK2A1_2,SYK,3.0,0.1,0.404632321,1.3898763,68.2043957,0.010568587,8.880389599999997,18.34590277,17.08969,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,11.0,4.12,3.0,1.0,470.5,3.88,128.75,7.0,3.0,34.0,0.47,1,2,0,0,0.41310901591043014
